,gene_ids,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,mean,std
CTSW,ENSG00000172543,808,False,808,0.73370373,70.07407407407406,1981.0,True,1.533019022062485,3.4584771207993636,1.7261887,-7.802209590220651e-10,1.0998131710047194
PACS1,ENSG00000175115,134,False,134,0.06481481,95.03703703703704,175.0,True,0.285063607734819,3.8080491544010653,2.059262,-1.1297317053713159e-11,0.3957514579443848
RAB1B,ENSG00000174903,173,False,173,0.08,93.5925925925926,216.0,True,0.2713572258010915,2.5427437636576413,1.5671356,1.9558480149240905e-10,0.41034991921678443
RBM4,ENSG00000173933,277,False,277,0.13481481,89.74074074074075,364.0,True,0.4353093285343104,2.8773733700533377,0.86652976,3.812844505628191e-10,0.528695774799396
RCE1,ENSG00000173653,109,False,109,0.055185184,95.96296296296296,149.0,True,0.22034634212085533,2.1458277274300355,0.783436,2.8808158486968553e-10,0.3737099437502282
AP003419.16,ENSG00000255949,9,False,9,0.0033333334,99.66666666666667,9.0,True,0.020462381059640832,2.127122347781971,0.74650276,3.3168630507492926e-11,0.11024074669126542
PTPRCAP,ENSG00000213402,1729,False,1729,1.7085185,35.96296296296296,4613.0,True,2.213763289329937,3.091298308123435,0.5655041,-5.758763237985541e-10,1.2342552869622967
CORO1B,ENSG00000172725,442,False,442,0.25111112,83.62962962962963,678.0,True,0.6845940771224973,3.2886310506989784,1.3575265,-4.377710358313849e-10,0.6607364795105455
PITPNM1,ENSG00000110697,53,False,53,0.023333333,98.03703703703704,63.0,True,0.08641628434444301,2.1060027564080723,0.7048027,4.842524898469369e-11,0.2293969039926489
GSTP1,ENSG00000084207,1238,False,1238,1.36,54.148148148148145,3672.0,True,1.8400199242510031,3.0629298922641897,0.6388349,1.747553731746254e-10,1.194074100899476
MRPL21,ENSG00000197345,434,False,434,0.19666667,83.92592592592592,531.0,True,0.6089615920251443,3.2216199641412513,1.2626402,0.0,0.6351053382493254
CTTN,ENSG00000085733,7,False,7,0.0033333334,99.74074074074075,9.0,True,0.013810720844642027,2.1079667564502773,0.70868057,9.429646584249813e-11,0.09041684636735485
LAMTOR1,ENSG00000149357,928,False,928,0.50555557,65.62962962962963,1365.0,True,1.143224166485636,2.999546256298899,0.6534999,6.376805915084185e-11,0.8943826270650677
FOLR3,ENSG00000110203,157,False,157,0.0937037,94.18518518518518,253.0,True,0.34535441792961463,2.819331447348263,0.7921446,1.532198625409847e-10,0.4610458138488179
ARAP1,ENSG00000186635,136,False,136,0.06037037,94.96296296296296,163.0,True,0.20628774874930347,2.5636511950585916,1.6084167,-1.448020374316262e-10,0.35588810248741987
RELT,ENSG00000054967,134,False,134,0.06555556,95.03703703703704,177.0,True,0.20477919120468221,2.1083905370016374,0.7095173,-5.241282128215604e-11,0.3561722793510607
PGM2L1,ENSG00000165434,47,False,47,0.03851852,98.25925925925925,104.0,True,0.17983664560957868,5.194693363247727,6.803336,8.1309791685416e-11,0.24960080333749884
XRRA1,ENSG00000166435,148,False,148,0.06518518,94.51851851851852,176.0,True,0.25493815566353506,3.19612016521596,2.857209,1.3274347538112961e-10,0.3920256966406758
AP001189.4,ENSG00000236304,15,False,15,0.008148148,99.44444444444444,22.0,True,0.06484782399198107,3.0057142939087633,2.481258,-1.9658755560162307e-10,0.17918412139502937
CLNS1A,ENSG00000074201,585,False,585,0.29555556,78.33333333333333,798.0,True,0.7773309608285759,2.833278471243463,0.7127563,-3.276221945576816e-10,0.7263135698369853
PICALM,ENSG00000073921,119,False,119,0.057777777,95.5925925925926,156.0,True,0.20315993617478698,2.757266129303311,1.990704,1.0961927953681049e-10,0.3506770150048517
PRSS23,ENSG00000150687,101,False,101,0.046666667,96.25925925925925,126.0,True,0.21949877445505667,2.061377788898702,0.61669195,-1.3010807829987402e-11,0.3762499261000317
RAB38,ENSG00000123892,11,False,11,0.004074074,99.59259259259258,11.0,True,0.023553053713218648,2.144932824900605,0.781669,6.578011793762988e-11,0.11870658474518406
SMCO4,ENSG00000166002,282,False,282,0.14555556,89.55555555555556,393.0,True,0.44186954786750254,2.6326956343944974,0.55295646,-3.3229447363214206e-10,0.5311949105249182
TAF1D,ENSG00000166012,405,False,405,0.18111111,85.0,489.0,True,0.602129752390659,3.2164554104150747,1.2553272,2.8243292634282896e-12,0.6343370400075758
MRE11A,ENSG00000020922,54,False,54,0.025185185,98.0,68.0,True,0.11227477796366664,3.053051069291273,2.574723,1.7766796272753584e-10,0.25248448846756055
CWC15,ENSG00000150316,453,False,453,0.22851852,83.22222222222221,617.0,True,0.6616270954762703,3.4276789844197633,1.5544157,-3.6998713350910594e-10,0.6507193024000052
CASP4,ENSG00000196954,851,False,851,0.45703703,68.48148148148148,1234.0,True,1.0624102865322849,2.933806495245761,0.7766293,-4.750168779928455e-10,0.8592605420881521
PPP2R1B,ENSG00000137713,31,False,31,0.0129629625,98.85185185185186,35.0,True,0.05669272804426947,2.132980161894274,0.7580688,1.0617712824700727e-10,0.18527940069954504
RBM7,ENSG00000076053,178,False,178,0.10037037,93.4074074074074,271.0,True,0.37780983184954836,4.514055939713277,2.964064,2.7960859707940067e-10,0.4408235834871261
REXO2,ENSG00000076043,295,False,295,0.14703704,89.07407407407408,397.0,True,0.4860586366380134,3.3645020019173884,1.4908224,1.5251378022512763e-10,0.5511243557596157
PCSK7,ENSG00000160613,386,False,386,0.18111111,85.70370370370371,489.0,True,0.6512248406421388,4.563478114275724,3.162685,-3.3891951161139477e-10,0.6376754796486037
CEP164,ENSG00000110274,98,False,98,0.04222222,96.37037037037037,114.0,True,0.1688384791004571,2.509589296115588,1.501673,-2.3653757581211925e-10,0.32096696315430134
RNF26,ENSG00000173456,55,False,55,0.024074074,97.96296296296296,65.0,True,0.10797579674869255,2.672848337168095,1.8240235,-2.8207988518490043e-10,0.2525200407082179
NRGN,ENSG00000154146,84,False,84,0.05185185,96.88888888888889,140.0,True,0.24324957268396952,3.2161727936297786,2.8968024,-1.1438533516884573e-10,0.3603028621251799
ESAM,ENSG00000149564,10,False,10,0.009259259,99.62962962962963,25.0,True,0.03348280222112993,2.505407349874101,1.4934158,5.934263307352673e-11,0.13607493835312376
STT3A,ENSG00000134910,59,False,59,0.027037038,97.81481481481481,73.0,True,0.10952701302457196,2.7382256885195377,1.9531091,-3.3680126466382353e-10,0.2529946919069501
RPUSD4,ENSG00000165526,77,False,77,0.037037037,97.14814814814815,100.0,True,0.1317059923202539,2.446842563564779,1.3777814,4.730751516242385e-11,0.2824841186080199
SRPR,ENSG00000182934,226,False,226,0.10148148,91.62962962962963,274.0,True,0.363031070222918,2.806151147138463,0.775253,2.7960859707940067e-10,0.4840555367349038
SENCR,ENSG00000254703,32,False,32,0.013703704,98.81481481481481,37.0,True,0.0702992819536217,2.118966609914754,0.7303994,1.205635554325951e-10,0.20678271872707615
JAM3,ENSG00000166086,7,False,7,0.0025925925,99.74074074074075,7.0,True,0.013873303859216536,2.021288454461619,0.5375367,-1.774445538697842e-11,0.09154031450156594
VPS26B,ENSG00000151502,196,False,196,0.09185185,92.74074074074075,248.0,True,0.33904743693654205,3.9510378439505063,2.2425132,1.0450018274684672e-10,0.4425055241337138
THYN1,ENSG00000151500,360,False,360,0.17851852,86.66666666666667,482.0,True,0.5634287301345526,3.338391441367158,1.4279863,-8.472987790284869e-11,0.6016938109274194
WNK1,ENSG00000060237,239,False,239,0.11074074,91.14814814814814,299.0,True,0.4397035272422102,4.719850722114162,3.2278056,-2.8525725560625724e-10,0.49108129125433114
FBXL14,ENSG00000171823,9,False,9,0.0033333334,99.66666666666667,9.0,True,0.016155439289242682,2.113454425658395,0.7195158,4.651317255708465e-11,0.09794488106195297
ADIPOR2,ENSG00000006831,55,False,55,0.03259259,97.96296296296296,88.0,True,0.12939042136383078,3.9783791849251076,4.4017577,2.4141395680600715e-10,0.24931455672642386
CCND2,ENSG00000118971,164,False,164,0.072592594,93.92592592592592,196.0,True,0.27779485130517534,2.2225647341700143,0.93495107,2.5772004528783144e-11,0.42394347484942213
CD9,ENSG00000010278,78,False,78,0.052592594,97.11111111111111,142.0,True,0.35748032315499295,4.686570196232021,3.1851542,-1.632484379333922e-10,0.37646988677272786
TNFRSF1A,ENSG00000067182,249,False,249,0.124814816,90.77777777777779,337.0,True,0.3750382646747491,2.696404561247317,0.63460433,-6.231176437438664e-11,0.48528276867045833
MRPL51,ENSG00000111639,548,False,548,0.26666668,79.7037037037037,720.0,True,0.7364536200091766,3.3975567133017073,1.5117631,2.937302433965421e-10,0.7029843162323044
IFFO1,ENSG00000010295,88,False,88,0.045555554,96.74074074074073,123.0,True,0.2041589585259339,4.077522892971668,4.597514,2.3724365812797635e-10,0.32073314924160007
ACRBP,ENSG00000111644,33,False,33,0.03925926,98.77777777777777,106.0,True,0.15321727230987384,4.02067270838234,4.485265,4.9485061991990877e-11,0.24454169867947018
USP5,ENSG00000111667,108,False,108,0.05111111,96.0,138.0,True,0.19699976428374183,3.65244769664766,3.758215,1.588685210678413e-11,0.3303114751846948
SPSB2,ENSG00000111671,145,False,145,0.06111111,94.62962962962963,165.0,True,0.24710145304214748,2.579530659998362,1.6397703,1.9346655454483783e-10,0.39346433310147677
EMG1,ENSG00000126749,273,False,273,0.1274074,89.88888888888889,344.0,True,0.44947106413381194,3.8500406821019806,2.1130774,-2.457166459182612e-10,0.5202273799908232
CLSTN3,ENSG00000139182,34,False,34,0.014444444,98.74074074074073,39.0,True,0.06659896718736347,2.115657566776028,0.72386587,-1.0202889464134697e-10,0.20128723042278776
CD163,ENSG00000177575,36,False,36,0.014444444,98.66666666666667,39.0,True,0.07233067203276974,2.5909278730903487,1.6622738,-2.978164189861603e-11,0.20363403297604724
CLEC4C,ENSG00000198178,8,False,8,0.0055555557,99.70370370370371,15.0,True,0.013751205293160327,2.206115797668373,0.9024731,-5.68345842126909e-12,0.08820909091845043
KLRG1,ENSG00000139187,313,False,313,0.18333334,88.4074074074074,495.0,True,0.615005168125396,3.399575775220368,1.5146221,-5.146457479703236e-10,0.6323725298984391
KLRB1,ENSG00000111796,152,False,152,0.08444444,94.37037037037037,228.0,True,0.3210694585686388,3.148669035430038,1.214216,3.2956392092628857e-10,0.44100108256075515
CLEC2B,ENSG00000110852,249,False,249,0.13481481,90.77777777777779,364.0,True,0.4686306920021584,3.5848729139351043,1.7732446,2.6972344465740166e-10,0.5279321039559094
CLEC1B,ENSG00000165682,13,False,13,0.009259259,99.51851851851852,25.0,True,0.04508757384765751,2.8325628555447047,2.1393752,5.357063423978642e-11,0.15177356023286365
KLRC1,ENSG00000134545,51,False,51,0.025185185,98.11111111111111,68.0,True,0.11924356888370298,2.1729950004034455,0.837077,-1.445924192441061e-10,0.2703964332072895
RP11-291B21.2,ENSG00000256039,98,False,98,0.05111111,96.37037037037037,138.0,True,0.19948589765140654,2.024389691826654,0.54366,-3.6716280424567765e-10,0.35775024422967205
PLBD1,ENSG00000121316,235,False,235,0.1411111,91.2962962962963,381.0,True,0.43944096530479154,3.0305295267254597,1.0628111,3.7925998017282264e-10,0.5229527094823438
GOLT1B,ENSG00000111711,164,False,164,0.06888889,93.92592592592592,186.0,True,0.24929158127839793,2.4142052749024017,1.31334,-3.777540389835337e-11,0.39546531956013053
TM7SF3,ENSG00000064115,127,False,127,0.06037037,95.2962962962963,163.0,True,0.22017052818059574,3.227325256513868,2.9188225,7.555080779670674e-11,0.3586045448468946
CCDC91,ENSG00000123106,284,False,284,0.1362963,89.48148148148148,368.0,True,0.4486362138624973,2.8492421972926643,0.8304775,5.648658526856579e-12,0.538117592600819
DENND5B,ENSG00000170456,13,False,13,0.014444444,99.51851851851852,39.0,True,0.03362917952525088,2.7782121808307076,2.0320613,1.0685011295430853e-11,0.13419353906190062
RP11-428G5.5,ENSG00000255760,31,False,31,0.014444444,98.85185185185186,39.0,True,0.08140249354164895,2.669579471230036,1.8175691,1.0940483461470938e-10,0.21550541688517402
SLC2A13,ENSG00000151229,27,False,27,0.02111111,99.0,57.0,True,0.09103421822520866,4.070296372111817,4.5832453,5.154400905756629e-11,0.19875123221154048
LRRK2,ENSG00000188906,41,False,41,0.015925925,98.48148148148148,43.0,True,0.07441394825689812,2.295351774799497,1.078667,-1.3486172232870083e-10,0.2106602293565163
PRICKLE1,ENSG00000139174,7,False,7,0.002962963,99.74074074074075,8.0,True,0.014660143802297059,2.044054661945098,0.5824879,1.4651208054034254e-11,0.09393134213720117
IRAK4,ENSG00000198001,170,False,170,0.07185185,93.7037037037037,194.0,True,0.27590811497818585,2.7687157844882697,2.0133111,-2.8243292634282896e-12,0.4156025813728028
RP11-493L12.4,ENSG00000258181,5,False,5,0.005185185,99.81481481481481,14.0,True,0.027332534982757457,3.707454844067732,3.866825,-5.1931182124317995e-11,0.1037065118201619
SLC48A1,ENSG00000211584,25,False,25,0.033703703,99.07407407407408,91.0,True,0.11822686125824064,4.439149030692047,5.311535,6.284132611127945e-11,0.20503785913558803
ASB8,ENSG00000177981,197,False,197,0.10481481,92.7037037037037,283.0,True,0.3345845168276314,3.092680990451547,1.142463,1.1720966443227403e-10,0.4490852550804116
RHEBL1,ENSG00000167550,41,False,41,0.02,98.48148148148148,54.0,True,0.08693422761802543,2.570776871918035,1.6224862,-1.8358140212283882e-11,0.22588122220488951
TMBIM6,ENSG00000139644,1382,False,1382,0.8233333,48.81481481481481,2223.0,True,1.5177175907607874,3.0090340644971847,0.8878541,9.04667967191874e-11,1.0067803812288383
BCDIN3D,ENSG00000186666,38,False,38,0.017407408,98.59259259259258,47.0,True,0.0740190045454631,2.4238651395619515,1.3324131,-1.6451717959469788e-10,0.20964565157916967
SMARCD1,ENSG00000066117,101,False,101,0.04074074,96.25925925925925,110.0,True,0.1624796005652807,2.1896084809176695,0.86987984,-9.885152421999015e-12,0.317992298044809
ITGB7,ENSG00000139626,377,False,377,0.17666666,86.03703703703704,477.0,True,0.5815827420230067,3.3341538574250884,1.421986,-3.6151414571882107e-10,0.6222442756789552
C12orf10,ENSG00000139637,306,False,306,0.14148147,88.66666666666667,382.0,True,0.47366898272769664,3.7658250979141417,2.0051486,-4.0387908467024544e-10,0.5408296676059767
CBX5,ENSG00000094916,118,False,118,0.054074075,95.62962962962963,146.0,True,0.19168354049870534,2.5573336007697853,1.5959429,-2.5207138676097483e-10,0.34306782962659954
NCKAP1L,ENSG00000123338,285,False,285,0.12962963,89.44444444444444,350.0,True,0.435993848552904,3.09291863187376,1.1427675,-3.26563071083896e-10,0.5229659249948274
BLOC1S1,ENSG00000135441,839,False,839,0.4862963,68.92592592592592,1313.0,True,1.0832047850688913,2.949730314749348,0.8014487,5.782814166869423e-10,0.8646239640504891
GDF11,ENSG00000135414,10,False,10,0.0037037036,99.62962962962963,10.0,True,0.01958663798755743,2.1974685422226092,0.88539934,-1.9862702334549637e-11,0.10767759809302382
ORMDL2,ENSG00000123353,255,False,255,0.11962963,90.55555555555556,323.0,True,0.3945839940702688,3.0065944394816637,1.0321364,1.4121646317141448e-11,0.504162337699714
WIBG,ENSG00000170473,226,False,226,0.09962963,91.62962962962963,269.0,True,0.3537904368716509,3.0499638838534597,1.0877178,-2.993789019233987e-10,0.47191327770665165
SUOX,ENSG00000139531,4,False,4,0.0018518518,99.85185185185185,5.0,True,0.016038105063820703,3.1262252133158275,2.7192035,-8.994964658550303e-13,0.0865938243960341
SMARCC2,ENSG00000139613,116,False,116,0.057777777,95.7037037037037,156.0,True,0.2278162537506941,3.2325687654759485,2.9291759,-2.6548695076225923e-10,0.36404632190132236
IL23A,ENSG00000110944,120,False,120,0.06740741,95.55555555555556,182.0,True,0.24960379561377535,3.9740528920369504,4.3932157,1.80608823154421e-10,0.3652920597151907
BAZ2A,ENSG00000076108,197,False,197,0.10185185,92.7037037037037,275.0,True,0.3669334530196129,4.065938291706216,2.3897667,-4.4200752972652733e-10,0.45884598090356465
TMEM194A,ENSG00000166881,20,False,20,0.008888889,99.25925925925925,24.0,True,0.03549678123983057,2.022670384552493,0.54026526,-6.160568205852956e-11,0.14696294290771425
R3HDM2,ENSG00000179912,66,False,66,0.03888889,97.55555555555556,105.0,True,0.15579021973693208,4.117811865152166,4.6770635,-1.3274347538112961e-10,0.2753960175559948
DTX3,ENSG00000178498,26,False,26,0.0129629625,99.03703703703704,35.0,True,0.0563581887652724,2.988692569092079,2.447649,7.625689011256382e-11,0.17410883581789768
XPOT,ENSG00000184575,98,False,98,0.046296295,96.37037037037037,125.0,True,0.1729167508294253,3.2094126862101917,2.8834548,1.3768605159212912e-10,0.31598201576557033
GNS,ENSG00000135677,120,False,120,0.06037037,95.55555555555556,163.0,True,0.1993266121870593,3.120192851358089,2.7072926,3.277049385790711e-10,0.3390607142895685
TMBIM4-1,ENSG00000155957,782,False,782,0.38444445,71.03703703703704,1038.0,True,1.0196851125525612,4.051067987202276,2.5180287,7.590384895463528e-11,0.8377976729478842
THAP2,ENSG00000173451,108,False,108,0.047037035,96.0,127.0,True,0.18450929343429526,2.7222404949363455,1.9215468,-2.026456246509798e-10,0.33267129510587773
RAB21,ENSG00000080371,71,False,71,0.03185185,97.37037037037038,86.0,True,0.11558104450192705,2.2550249629988506,0.99904287,-8.119946632356333e-11,0.2668200855866327
TBC1D15,ENSG00000121749,88,False,88,0.03962963,96.74074074074073,107.0,True,0.17001669122054605,2.899630733910179,2.2717988,1.2991914611770133e-10,0.31753917947669624
ATXN7L3B,ENSG00000253719,109,False,109,0.04777778,95.96296296296296,129.0,True,0.18409983629794663,2.556611147707796,1.5945164,-1.3415564001284376e-10,0.3368225725566888
PAWR,ENSG00000177425,26,False,26,0.01,99.03703703703704,27.0,True,0.05301404267132442,2.138145484327332,0.76826763,5.2312149389465485e-11,0.1795062201170915
TMTC2,ENSG00000179104,12,False,12,0.004814815,99.55555555555556,13.0,True,0.027476334411954826,2.604564902355527,1.6891997,8.196433137128252e-11,0.12279876972345867
LINC00936,ENSG00000271614,749,False,749,0.4562963,72.25925925925927,1232.0,True,1.0716433402753096,3.320556062582146,1.3794296,-5.320550900706746e-10,0.8686644493552053
MRPL42,ENSG00000198015,135,False,135,0.062592596,95.0,169.0,True,0.2648931969310998,4.370053933188783,5.1751084,2.683112800256875e-10,0.36997013075643087
NDUFA12,ENSG00000184752,592,False,592,0.3174074,78.07407407407408,857.0,True,0.8274161784108232,3.3070949982020115,1.3836712,1.5816243875198423e-10,0.7423534022956325
NR2C1,ENSG00000120798,50,False,50,0.031111112,98.14814814814815,84.0,True,0.14880560708034982,4.335640060954995,5.107159,-1.1262012937920305e-10,0.2577350983868838
ACTR6,ENSG00000075089,93,False,93,0.044444446,96.55555555555554,120.0,True,0.17047155614902457,3.250417587959067,2.9644177,2.4995313981340364e-10,0.31256582063897764
GNPTAB,ENSG00000111670,127,False,127,0.05185185,95.2962962962963,140.0,True,0.22129592104494894,2.1593918422734024,0.810218,1.3697996927627205e-10,0.37695816242588576
TDG,ENSG00000139372,153,False,153,0.065925926,94.33333333333334,178.0,True,0.32408121836987347,4.633090991406194,3.1166165,1.1579749980055987e-10,0.4095129402200827
HCFC2,ENSG00000111727,31,False,31,0.022962963,98.85185185185186,62.0,True,0.09385713407806895,4.220547942846026,4.879913,5.7016147005458597e-11,0.19908348049467176
C12orf45,ENSG00000151131,108,False,108,0.047407407,96.0,128.0,True,0.2006624341314172,3.3319763363579824,3.1254532,1.4686512169827105e-10,0.3384562732167009
PWP1,ENSG00000136045,171,False,171,0.08111111,93.66666666666667,219.0,True,0.2980651490989346,3.4974901321410345,1.6612569,-4.405953650948132e-10,0.42153483341170744
SELPLG,ENSG00000110876,482,False,482,0.21666667,82.14814814814815,585.0,True,0.6475044926513314,2.8307184209950296,0.7091313,3.6010198108710693e-10,0.6635980660261334
CORO1C,ENSG00000110880,127,False,127,0.055185184,95.2962962962963,149.0,True,0.19311314918336317,2.3567788957022424,1.1999532,1.6964730892084693e-10,0.3432660399583412
USP30,ENSG00000135093,16,False,16,0.013333334,99.4074074074074,36.0,True,0.06857762711557897,4.173165148910521,4.786357,-6.379839862535133e-11,0.16420330269861602
GLTP,ENSG00000139433,137,False,137,0.065925926,94.92592592592592,178.0,True,0.23185051380656882,2.9399739430368137,2.3514555,1.1297317053713159e-10,0.3755686279485737
GIT2,ENSG00000139436,295,False,295,0.13370371,89.07407407407408,361.0,True,0.46250675736131747,3.614630320326638,1.8113811,-2.8243292634282896e-11,0.5391410831189954
HVCN1,ENSG00000122986,331,False,331,0.1725926,87.74074074074075,466.0,True,0.6265968064120663,3.470844020371723,1.6155366,5.917852409777088e-11,0.6414243174322719
ALDH2,ENSG00000111275,296,False,296,0.19370371,89.03703703703704,523.0,True,0.5693554459793561,3.3442918003367956,1.436341,1.596628636731805e-10,0.5971897370265151
TMEM116,ENSG00000198270,71,False,71,0.031111112,97.37037037037038,84.0,True,0.13705128783325604,2.358751945564999,1.2038488,-1.1613950842230314e-10,0.2899221497940903
NAA25,ENSG00000111300,43,False,43,0.018888889,98.4074074074074,51.0,True,0.07268771565574472,2.262388637623145,1.0135822,7.993486186332712e-11,0.20914198488889119
RPH3A,ENSG00000089169,8,False,8,0.002962963,99.70370370370371,8.0,True,0.017973060008351603,2.251500510702833,0.9920839,-4.9727088254555164e-11,0.1025379666291464
OAS1,ENSG00000089127,526,False,526,0.28407407,80.51851851851852,767.0,True,0.7347432069921522,2.9508500818018377,0.8792354,6.778390232227895e-10,0.7042153371442105
FBXO21,ENSG00000135108,105,False,105,0.056296296,96.11111111111111,152.0,True,0.22615088232636088,3.5634141544253497,3.5824208,-4.5189268214852634e-11,0.35461453600996073
RFC5,ENSG00000111445,70,False,70,0.033703703,97.4074074074074,91.0,True,0.1369481643911461,3.3748363682949427,3.2100792,6.707782000642188e-11,0.272008466716373
TAOK3,ENSG00000135090,329,False,329,0.14555556,87.81481481481481,393.0,True,0.4896066960704458,2.6879740501962504,0.6238,3.1632487750396846e-10,0.5702078744531498
DYNLL1,ENSG00000088986,913,False,913,0.49851853,66.18518518518519,1346.0,True,1.1682394670523482,3.618849986128159,1.5701795,-3.4456817013825134e-10,0.907611435036434
MLEC,ENSG00000110917,160,False,160,0.07296296,94.07407407407408,197.0,True,0.26036588760208146,2.3151007159695953,1.1176608,-1.8216923749112468e-10,0.40680335620823266
OASL,ENSG00000135114,126,False,126,0.055555556,95.33333333333334,150.0,True,0.2020145396296454,2.0105946118848292,0.516422,1.676945500160547e-10,0.35969266387458027
ORAI1,ENSG00000182500,246,False,246,0.113703705,90.88888888888889,307.0,True,0.40070386985412987,3.0583729455662922,1.0984945,-5.3662256005137505e-11,0.5042084292109963
SETD1B,ENSG00000139718,58,False,58,0.025925925,97.85185185185186,70.0,True,0.11813237528041969,3.0122553342196436,2.494173,-9.743935958827599e-11,0.2583477124653329
CLIP1,ENSG00000130779,92,False,92,0.03814815,96.5925925925926,103.0,True,0.14694232768581708,2.1257341892445267,0.74376184,8.508291906077723e-11,0.30350194404164454
RILPL2,ENSG00000150977,509,False,509,0.25407407,81.14814814814815,686.0,True,0.723476054520455,3.1647751935082926,1.1821492,-1.5251378022512763e-10,0.6948055072427345
SNRNP35,ENSG00000184209,131,False,131,0.06703704,95.14814814814815,181.0,True,0.22135588210766968,2.775860744078943,2.0274186,-1.5463202717269885e-10,0.36793559473296034
EIF2B1,ENSG00000111361,235,False,235,0.1162963,91.2962962962963,314.0,True,0.40239721787114957,3.502385756819927,1.667531,-3.304465238211099e-10,0.4949069216124765
NCOR2,ENSG00000196498,77,False,77,0.064444445,97.14814814814815,174.0,True,0.2079323443417939,4.42787190953476,5.2892685,-3.1553053489862926e-11,0.29509062907164885
NOC4L,ENSG00000184967,113,False,113,0.05666667,95.81481481481482,153.0,True,0.2151163892371092,3.771745835418942,3.9937658,-5.648658526856579e-11,0.34359869555284306
MRP63,ENSG00000173141,544,False,544,0.2537037,79.85185185185185,685.0,True,0.7285417817548889,2.8537497428789433,0.7417432,-4.688386577290961e-10,0.7056056308491447
GTF3A,ENSG00000122034,1400,False,1400,0.84962964,48.14814814814815,2294.0,True,1.538027145539319,2.8032518271240363,0.5040138,3.242683035573605e-10,1.0155246512771472
MTIF3,ENSG00000122033,307,False,307,0.14629629,88.62962962962962,395.0,True,0.4714121804990802,3.374114635107543,1.5031418,3.2479786529425333e-10,0.5446260304821477
FRY-AS1,ENSG00000237637,20,False,20,0.012222222,99.25925925925925,33.0,True,0.04843060689176993,2.8672114535927586,2.207788,-1.4474687475069984e-11,0.15999654880348285
N4BP2L1,ENSG00000139597,336,False,336,0.15296297,87.55555555555556,413.0,True,0.5073689315681513,3.042180375444078,1.0777426,-3.4456817013825134e-10,0.5801554491809026
SPG20,ENSG00000133104,133,False,133,0.05740741,95.07407407407408,155.0,True,0.21757302416291868,2.4053970595344594,1.2959484,-1.2991914611770133e-10,0.3697902358816482
ALG5,ENSG00000120697,186,False,186,0.0862963,93.11111111111111,233.0,True,0.3091068314513337,3.2161597539971942,1.3007104,3.530411579285362e-10,0.43539244224297874
EXOSC8,ENSG00000120699,259,False,259,0.11814815,90.4074074074074,319.0,True,0.3928723572083287,2.701375355220978,0.6409748,-6.778390232227895e-11,0.5029168739375274
MTRF1,ENSG00000120662,34,False,34,0.026666667,98.74074074074073,72.0,True,0.13366427110860768,5.028401243779514,6.4749966,-1.3777431188161126e-10,0.21092793159956866
DNAJC15,ENSG00000120675,391,False,391,0.21111111,85.51851851851852,570.0,True,0.6961188029095855,5.430328244040903,4.3901277,7.625689011256382e-11,0.6114508090531883
CCDC122,ENSG00000151773,7,False,7,0.0025925925,99.74074074074075,7.0,True,0.017102417410227205,2.0135512543850984,0.5222598,-3.1384117779526024e-11,0.10223272423654862
TSC22D1,ENSG00000102804,51,False,51,0.055555556,98.11111111111111,150.0,True,0.2085017672562879,3.9266977278708652,4.299714,-5.7898749900279937e-11,0.2999484775172932
DLEU7,ENSG00000186047,11,False,11,0.004074074,99.59259259259258,11.0,True,0.024827923576429597,2.0255355295962376,0.5459224,-7.105530787627738e-11,0.12299029790886808
RNASEH2B,ENSG00000136104,445,False,445,0.20518519,83.51851851851852,554.0,True,0.632657804121836,3.076691748366187,1.0574247,3.558654871919645e-10,0.6549286528219893
MZT1,ENSG00000204899,169,False,169,0.06962963,93.74074074074075,188.0,True,0.26992324789005884,2.1216780820298387,0.7357532,-9.885152421999013e-11,0.41971125986488395
DIS3,ENSG00000083520,72,False,72,0.035185184,97.33333333333334,95.0,True,0.14295580699098911,2.7964126161379794,2.0679977,-2.513653044451178e-10,0.28991515591792505
MYCBP2,ENSG00000005810,224,False,224,0.11925926,91.70370370370371,322.0,True,0.39491571831911493,3.3729430192318635,1.5016402,8.755420716627698e-11,0.48943242795013037
RBM26-AS1,ENSG00000227354,15,False,15,0.016296295,99.44444444444444,44.0,True,0.06182783699392801,4.02742053129346,4.4985886,1.3786257217109338e-10,0.15809648075661217
UBAC2,ENSG00000134882,357,False,357,0.16888888,86.77777777777777,456.0,True,0.5458044994401976,3.111313514072099,1.166342,5.3662256005137505e-11,0.5982941226879336
GPR183,ENSG00000169508,325,False,325,0.17851852,87.96296296296296,482.0,True,0.5585011727110228,3.539399099045832,1.7149664,-2.5983829223540265e-10,0.5977851074147441
CLYBL,ENSG00000125246,48,False,48,0.022962963,98.22222222222223,62.0,True,0.09010406248645621,2.61143920342,1.7027729,1.2643286468315703e-11,0.2285393192572408
ARGLU1,ENSG00000134884,482,False,482,0.22148149,82.14814814814815,598.0,True,0.6708608097333261,2.7134815226661586,0.54312617,3.954060968799606e-11,0.6798047638769045
ABHD13,ENSG00000139826,114,False,114,0.045925926,95.77777777777777,124.0,True,0.18761842910637164,2.012332688865249,0.5198538,-8.896637179799112e-11,0.3462956168147473
